mini_game,category,skill_id,skill_name,current_level,buy_to_level,max_level,cost_resource,cost_amount,value_after_purchase,delta,notes
Mana Crystal,Click,power,Power +,89,90,uncapped,Mana,33761360223972,91 mana/click,+1 base damage,uncapped; exported first 100 levels
Mana Crystal,Click,power,Power +,90,91,uncapped,Mana,46590677109082,92 mana/click,+1 base damage,uncapped; exported first 100 levels
Mana Crystal,Click,power,Power +,91,92,uncapped,Mana,64295134410533,93 mana/click,+1 base damage,uncapped; exported first 100 levels
Mana Crystal,Click,power,Power +,92,93,uncapped,Mana,88727285486535,94 mana/click,+1 base damage,uncapped; exported first 100 levels
Mana Crystal,Click,power,Power +,93,94,uncapped,Mana,122443653971418,95 mana/click,+1 base damage,uncapped; exported first 100 levels
Mana Crystal,Click,power,Power +,94,95,uncapped,Mana,168972242480557,96 mana/click,+1 base damage,uncapped; exported first 100 levels
Mana Crystal,Click,power,Power +,95,96,uncapped,Mana,233181694623169,97 mana/click,+1 base damage,uncapped; exported first 100 levels
Mana Crystal,Click,power,Power +,96,97,uncapped,Mana,321790738579973,98 mana/click,+1 base damage,uncapped; exported first 100 levels
Mana Crystal,Click,power,Power +,97,98,uncapped,Mana,444071219240362,99 mana/click,+1 base damage,uncapped; exported first 100 levels
Mana Crystal,Click,power,Power +,98,99,uncapped,Mana,612818282551700,100 mana/click,+1 base damage,uncapped; exported first 100 levels
Mana Crystal,Click,power,Power +,99,100,uncapped,Mana,845689229921346,101 mana/click,+1 base damage,uncapped; exported first 100 levels
Mana Crystal,Click,clickMultiplier,Click Multiplier,0,1,40,Mana,65,1.25x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,1,2,40,Mana,91,1.5x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,2,3,40,Mana,127,1.75x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,3,4,40,Mana,178,2x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,4,5,40,Mana,250,2.25x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,5,6,40,Mana,350,2.5x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,6,7,40,Mana,489,2.75x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,7,8,40,Mana,685,3x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,8,9,40,Mana,959,3.25x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,9,10,40,Mana,1343,3.5x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,10,11,40,Mana,1880,3.75x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,11,12,40,Mana,2632,4x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,12,13,40,Mana,3685,4.25x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,13,14,40,Mana,5159,4.5x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,14,15,40,Mana,7223,4.75x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,15,16,40,Mana,10112,5x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,16,17,40,Mana,14157,5.25x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,17,18,40,Mana,19819,5.5x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,18,19,40,Mana,27747,5.75x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,19,20,40,Mana,38846,6x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,20,21,40,Mana,54384,6.25x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,21,22,40,Mana,76138,6.5x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,22,23,40,Mana,106593,6.75x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,23,24,40,Mana,149231,7x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,24,25,40,Mana,208923,7.25x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,25,26,40,Mana,292492,7.5x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,26,27,40,Mana,409489,7.75x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,27,28,40,Mana,573285,8x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,28,29,40,Mana,802599,8.25x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,29,30,40,Mana,1123638,8.5x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,30,31,40,Mana,1573093,8.75x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,31,32,40,Mana,2202330,9x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,32,33,40,Mana,3083262,9.25x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,33,34,40,Mana,4316567,9.5x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,34,35,40,Mana,6043194,9.75x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,35,36,40,Mana,8460472,10x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,36,37,40,Mana,11844661,10.25x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,37,38,40,Mana,16582526,10.5x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,38,39,40,Mana,23215536,10.75x,+25%,
Mana Crystal,Click,clickMultiplier,Click Multiplier,39,40,40,Mana,32501750,11x,+25%,
Mana Crystal,Click,criticalHit,Critical Chance,0,1,20,Mana,80,1%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,1,2,20,Mana,109,2%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,2,3,20,Mana,148,3%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,3,4,20,Mana,201,4%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,4,5,20,Mana,274,5%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,5,6,20,Mana,372,6%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,6,7,20,Mana,506,7%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,7,8,20,Mana,688,8%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,8,9,20,Mana,936,9%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,9,10,20,Mana,1273,10%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,10,11,20,Mana,1732,11%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,11,12,20,Mana,2355,12%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,12,13,20,Mana,3203,13%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,13,14,20,Mana,4356,14%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,14,15,20,Mana,5924,15%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,15,16,20,Mana,8057,16%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,16,17,20,Mana,10958,17%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,17,18,20,Mana,14902,18%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,18,19,20,Mana,20267,19%,+1%,
Mana Crystal,Click,criticalHit,Critical Chance,19,20,20,Mana,27563,20%,+1%,
Mana Crystal,Click,criticalEffect,Critical Multiplier,0,1,40,Mana,120,2.1x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,1,2,40,Mana,158,2.2x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,2,3,40,Mana,209,2.3x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,3,4,40,Mana,276,2.4x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,4,5,40,Mana,364,2.5x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,5,6,40,Mana,481,2.6x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,6,7,40,Mana,635,2.7x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,7,8,40,Mana,838,2.8x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,8,9,40,Mana,1106,2.9x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,9,10,40,Mana,1460,3x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,10,11,40,Mana,1927,3.1x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,11,12,40,Mana,2544,3.2x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,12,13,40,Mana,3358,3.3x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,13,14,40,Mana,4432,3.4x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,14,15,40,Mana,5851,3.5x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,15,16,40,Mana,7723,3.6x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,16,17,40,Mana,10194,3.7x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,17,18,40,Mana,13457,3.8x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,18,19,40,Mana,17763,3.9x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,19,20,40,Mana,23447,4x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,20,21,40,Mana,30950,4.1x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,21,22,40,Mana,40854,4.2x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,22,23,40,Mana,53927,4.3x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,23,24,40,Mana,71184,4.4x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,24,25,40,Mana,93963,4.5x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,25,26,40,Mana,124031,4.6x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,26,27,40,Mana,163721,4.7x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,27,28,40,Mana,216111,4.8x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,28,29,40,Mana,285267,4.9x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,29,30,40,Mana,376552,5x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,30,31,40,Mana,497049,5.1x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,31,32,40,Mana,656105,5.2x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,32,33,40,Mana,866058,5.3x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,33,34,40,Mana,1143197,5.4x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,34,35,40,Mana,1509020,5.5x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,35,36,40,Mana,1991906,5.6x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,36,37,40,Mana,2629316,5.7x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,37,38,40,Mana,3470697,5.8x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,38,39,40,Mana,4581320,5.9x,+0.1x,
Mana Crystal,Click,criticalEffect,Critical Multiplier,39,40,40,Mana,6047342,6x,+0.1x,
Mana Crystal,XP,xpOrbChance,Red Orb,0,1,20,Mana,120,5%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,1,2,20,Mana,161,10%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,2,3,20,Mana,215,15%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,3,4,20,Mana,289,20%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,4,5,20,Mana,387,25%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,5,6,20,Mana,518,30%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,6,7,20,Mana,695,35%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,7,8,20,Mana,931,40%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,8,9,20,Mana,1247,45%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,9,10,20,Mana,1672,50%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,10,11,20,Mana,2240,55%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,11,12,20,Mana,3001,60%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,12,13,20,Mana,4022,65%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,13,14,20,Mana,5389,70%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,14,15,20,Mana,7222,75%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,15,16,20,Mana,9677,80%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,16,17,20,Mana,12968,85%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,17,18,20,Mana,17377,90%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,18,19,20,Mana,23285,95%,+5%,
Mana Crystal,XP,xpOrbChance,Red Orb,19,20,20,Mana,31201,100%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,0,1,20,Mana,140,5%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,1,2,20,Mana,188,10%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,2,3,20,Mana,251,15%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,3,4,20,Mana,337,20%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,4,5,20,Mana,451,25%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,5,6,20,Mana,605,30%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,6,7,20,Mana,811,35%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,7,8,20,Mana,1086,40%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,8,9,20,Mana,1455,45%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,9,10,20,Mana,1950,50%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,10,11,20,Mana,2613,55%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,11,12,20,Mana,3502,60%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,12,13,20,Mana,4692,65%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,13,14,20,Mana,6288,70%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,14,15,20,Mana,8425,75%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,15,16,20,Mana,11290,80%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,16,17,20,Mana,15129,85%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,17,18,20,Mana,20273,90%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,18,19,20,Mana,27165,95%,+5%,
Mana Crystal,XP,yellowOrbChance,Yellow Orb,19,20,20,Mana,36401,100%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,0,1,20,Mana,180,5%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,1,2,20,Mana,245,10%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,2,3,20,Mana,333,15%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,3,4,20,Mana,453,20%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,4,5,20,Mana,616,25%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,5,6,20,Mana,837,30%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,6,7,20,Mana,1139,35%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,7,8,20,Mana,1549,40%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,8,9,20,Mana,2107,45%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,9,10,20,Mana,2865,50%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,10,11,20,Mana,3896,55%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,11,12,20,Mana,5299,60%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,12,13,20,Mana,7207,65%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,13,14,20,Mana,9801,70%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,14,15,20,Mana,13330,75%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,15,16,20,Mana,18128,80%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,16,17,20,Mana,24654,85%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,17,18,20,Mana,33530,90%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,18,19,20,Mana,45601,95%,+5%,
Mana Crystal,XP,greenOrbChance,Green Orb,19,20,20,Mana,62017,100%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,0,1,20,Mana,220,5%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,1,2,20,Mana,304,10%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,2,3,20,Mana,419,15%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,3,4,20,Mana,578,20%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,4,5,20,Mana,798,25%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,5,6,20,Mana,1101,30%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,6,7,20,Mana,1519,35%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,7,8,20,Mana,2097,40%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,8,9,20,Mana,2894,45%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,9,10,20,Mana,3993,50%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,10,11,20,Mana,5511,55%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,11,12,20,Mana,7605,60%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,12,13,20,Mana,10495,65%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,13,14,20,Mana,14483,70%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,14,15,20,Mana,19986,75%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,15,16,20,Mana,27581,80%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,16,17,20,Mana,38062,85%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,17,18,20,Mana,52525,90%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,18,19,20,Mana,72485,95%,+5%,
Mana Crystal,XP,blueOrbChance,Blue Orb,19,20,20,Mana,100029,100%,+5%,
Mana Crystal,XP,xpValue,Exp x,0,1,20,Mana,220,2x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,1,2,20,Mana,326,3x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,2,3,20,Mana,482,4x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,3,4,20,Mana,713,5x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,4,5,20,Mana,1056,6x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,5,6,20,Mana,1562,7x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,6,7,20,Mana,2312,8x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,7,8,20,Mana,3422,9x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,8,9,20,Mana,5064,10x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,9,10,20,Mana,7495,11x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,10,11,20,Mana,11093,12x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,11,12,20,Mana,16417,13x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,12,13,20,Mana,24298,14x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,13,14,20,Mana,35960,15x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,14,15,20,Mana,53221,16x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,15,16,20,Mana,78768,17x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,16,17,20,Mana,116576,18x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,17,18,20,Mana,172533,19x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,18,19,20,Mana,255349,20x,+1 XP multiplier,
Mana Crystal,XP,xpValue,Exp x,19,20,20,Mana,377916,21x,+1 XP multiplier,
Mana Crystal,XP,levelUpEffect,Level Up Effect,0,1,30,Mana,260,1.1x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,1,2,30,Mana,369,1.2x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,2,3,30,Mana,524,1.3x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,3,4,30,Mana,744,1.4x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,4,5,30,Mana,1057,1.5x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,5,6,30,Mana,1501,1.6x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,6,7,30,Mana,2132,1.7x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,7,8,30,Mana,3027,1.8x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,8,9,30,Mana,4298,1.9x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,9,10,30,Mana,6103,2x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,10,11,30,Mana,8667,2.1x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,11,12,30,Mana,12307,2.2x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,12,13,30,Mana,17476,2.3x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,13,14,30,Mana,24815,2.4x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,14,15,30,Mana,35238,2.5x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,15,16,30,Mana,50038,2.6x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,16,17,30,Mana,71054,2.7x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,17,18,30,Mana,100896,2.8x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,18,19,30,Mana,143273,2.9x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,19,20,30,Mana,203447,3x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,20,21,30,Mana,288895,3.1x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,21,22,30,Mana,410231,3.2x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,22,23,30,Mana,582528,3.3x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,23,24,30,Mana,827190,3.4x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,24,25,30,Mana,1174610,3.5x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,25,26,30,Mana,1667946,3.6x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,26,27,30,Mana,2368483,3.7x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,27,28,30,Mana,3363246,3.8x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,28,29,30,Mana,4775809,3.9x,+10%,
Mana Crystal,XP,levelUpEffect,Level Up Effect,29,30,30,Mana,6781649,4x,+10%,
Mana Crystal,Auto,holdClick,Click Holder,0,1,1,Mana,700,10 clicks/s,unlock,
Mana Crystal,Auto,automation,Wand Speed,0,1,uncapped,Mana,90,5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,1,2,uncapped,Mana,128,4.9s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,2,3,uncapped,Mana,181,4.8s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,3,4,uncapped,Mana,258,4.7s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,4,5,uncapped,Mana,366,4.6s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,5,6,uncapped,Mana,520,4.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,6,7,uncapped,Mana,738,4.4s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,7,8,uncapped,Mana,1048,4.3s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,8,9,uncapped,Mana,1488,4.2s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,9,10,uncapped,Mana,2113,4.1s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,10,11,uncapped,Mana,3000,4s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,11,12,uncapped,Mana,4260,3.9s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,12,13,uncapped,Mana,6049,3.8s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,13,14,uncapped,Mana,8590,3.7s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,14,15,uncapped,Mana,12198,3.6s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,15,16,uncapped,Mana,17321,3.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,16,17,uncapped,Mana,24596,3.4s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,17,18,uncapped,Mana,34926,3.3s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,18,19,uncapped,Mana,49594,3.2s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,19,20,uncapped,Mana,70424,3.1s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,20,21,uncapped,Mana,100002,3s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,21,22,uncapped,Mana,142003,2.9s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,22,23,uncapped,Mana,201644,2.8s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,23,24,uncapped,Mana,286335,2.7s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,24,25,uncapped,Mana,406596,2.6s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,25,26,uncapped,Mana,577366,2.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,26,27,uncapped,Mana,819860,2.4s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,27,28,uncapped,Mana,1164201,2.3s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,28,29,uncapped,Mana,1653165,2.2s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,29,30,uncapped,Mana,2347494,2.1s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,30,31,uncapped,Mana,3333442,2s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,31,32,uncapped,Mana,4733487,1.9s,-0.1s,uncapped; exported first 100 levels
